Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,BCKFreightTMS.Common\BCKFreightTMS.Common.csproj,File,BCKFreightTMS.Common\BCKFreightTMS.Common.csproj,,,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 6.0.0,,,,,"Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, and replace with new package Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,BCKFreightTMS.Common\BCKFreightTMS.Common.csproj,File,BCKFreightTMS.Common\BCKFreightTMS.Common.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data.Common\BCKFreightTMS.Data.Common.csproj,File,Data\BCKFreightTMS.Data.Common\BCKFreightTMS.Data.Common.csproj,,,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 6.0.0,,,,,"Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, and replace with new package Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 10.0.2"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Data\BCKFreightTMS.Data.Common\BCKFreightTMS.Data.Common.csproj,File,Data\BCKFreightTMS.Data.Common\BCKFreightTMS.Data.Common.csproj,,,System.ComponentModel.Annotations 5.0.0.0,,,,,"System.ComponentModel.Annotations, 5.0.0.0  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Data\BCKFreightTMS.Data.Common\BCKFreightTMS.Data.Common.csproj,File,Data\BCKFreightTMS.Data.Common\BCKFreightTMS.Data.Common.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 6.0.0,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 6.0.0,,,,,"Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, and replace with new package Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,Microsoft.EntityFrameworkCore.Design 6.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 6.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 6.0.0,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 6.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,Microsoft.EntityFrameworkCore.Tools 6.0.0,,,,,"Microsoft.EntityFrameworkCore.Tools, 6.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,Microsoft.Extensions.Configuration.UserSecrets 6.0.0,,,,,"Microsoft.Extensions.Configuration.UserSecrets, 6.0.0  Recommendation:  Remove Microsoft.Extensions.Configuration.UserSecrets, and replace with new package Microsoft.Extensions.Configuration.UserSecrets 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,File,Data\BCKFreightTMS.Data\BCKFreightTMS.Data.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,File,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,,,Microsoft.AspNetCore.Identity.EntityFrameworkCore 6.0.0,,,,,"Microsoft.AspNetCore.Identity.EntityFrameworkCore, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Identity.EntityFrameworkCore, and replace with new package Microsoft.AspNetCore.Identity.EntityFrameworkCore 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,File,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,,,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 6.0.0,,,,,"Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, and replace with new package Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,File,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,,,Microsoft.EntityFrameworkCore.Design 6.0.0,,,,,"Microsoft.EntityFrameworkCore.Design, 6.0.0  Recommendation:  Remove Microsoft.EntityFrameworkCore.Design, and replace with new package Microsoft.EntityFrameworkCore.Design 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,File,Data\BCKFreightTMS.Data.Models\BCKFreightTMS.Data.Models.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,,,Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 6.0.0,,,,,"Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, 6.0.0  Recommendation:  Remove Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation, and replace with new package Microsoft.AspNetCore.Mvc.Razor.RuntimeCompilation 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\CompaniesManagerService.cs,37,16,T:System.Text.Json.JsonDocument,,,,,using var jsonDoc = await JsonDocument.ParseAsync(fs);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,165,12,T:System.Drawing.Image,,,,,"this.img.Save(path, imageCodec, parameters);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,165,12,"M:System.Drawing.Image.Save(System.String,System.Drawing.Imaging.ImageCodecInfo,System.Drawing.Imaging.EncoderParameters)",,,,,"this.img.Save(path, imageCodec, parameters);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,163,12,P:System.Drawing.Imaging.EncoderParameters.Param,,,,,parameters.Param[0] = qualityParam;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,162,12,T:System.Drawing.Imaging.EncoderParameters,,,,,EncoderParameters parameters = new EncoderParameters(1);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,162,12,M:System.Drawing.Imaging.EncoderParameters.#ctor(System.Int32),,,,,EncoderParameters parameters = new EncoderParameters(1);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,160,12,T:System.Drawing.Imaging.ImageCodecInfo,,,,,"ImageCodecInfo imageCodec = this.GetImageCoeInfo(""image/jpeg"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,157,12,T:System.Drawing.Imaging.Encoder,,,,,"EncoderParameter qualityParam =                  new EncoderParameter(System.Drawing.Imaging.Encoder.Quality, quality);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,157,12,T:System.Drawing.Imaging.Encoder,,,,,"EncoderParameter qualityParam =                  new EncoderParameter(System.Drawing.Imaging.Encoder.Quality, quality);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,157,12,F:System.Drawing.Imaging.Encoder.Quality,,,,,"EncoderParameter qualityParam =                  new EncoderParameter(System.Drawing.Imaging.Encoder.Quality, quality);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,157,12,T:System.Drawing.Imaging.EncoderParameter,,,,,"EncoderParameter qualityParam =                  new EncoderParameter(System.Drawing.Imaging.Encoder.Quality, quality);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,157,12,"M:System.Drawing.Imaging.EncoderParameter.#ctor(System.Drawing.Imaging.Encoder,System.Int64)",,,,,"EncoderParameter qualityParam =                  new EncoderParameter(System.Drawing.Imaging.Encoder.Quality, quality);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,155,12,T:System.Drawing.Image,,,,,this.img = this.CompressImage();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,155,12,T:System.Drawing.Image,,,,,this.img = this.CompressImage();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,133,8,T:System.Drawing.Imaging.ImageCodecInfo,,,,,private ImageCodecInfo GetImageCoeInfo(string mimeType)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,138,16,P:System.Drawing.Imaging.ImageCodecInfo.MimeType,,,,,if (codes[i].MimeType == mimeType)                  {                      return codes[i];                  }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,135,12,T:System.Drawing.Imaging.ImageCodecInfo,,,,,ImageCodecInfo[] codes = ImageCodecInfo.GetImageEncoders();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,135,12,M:System.Drawing.Imaging.ImageCodecInfo.GetImageEncoders,,,,,ImageCodecInfo[] codes = ImageCodecInfo.GetImageEncoders();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,88,8,T:System.Drawing.Image,,,,,private Image CompressImage()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,97,16,T:System.Drawing.Image,,,,,"return newBitmap.GetThumbnailImage(this.Width, this.Height, null, IntPtr.Zero);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,97,16,"M:System.Drawing.Image.GetThumbnailImage(System.Int32,System.Int32,System.Drawing.Image.GetThumbnailImageAbort,System.IntPtr)",,,,,"return newBitmap.GetThumbnailImage(this.Width, this.Height, null, IntPtr.Zero);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,96,16,"M:System.Drawing.Bitmap.SetResolution(System.Single,System.Single)",,,,,"newBitmap.SetResolution(80, 80);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,95,16,T:System.Drawing.Bitmap,,,,,newBitmap = this.bitmap;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,94,16,T:System.Drawing.Imaging.PixelFormat,,,,,"Bitmap newBitmap = new Bitmap(this.Width, this.Height, PixelFormat.Format24bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,94,16,T:System.Drawing.Imaging.PixelFormat,,,,,"Bitmap newBitmap = new Bitmap(this.Width, this.Height, PixelFormat.Format24bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,94,16,F:System.Drawing.Imaging.PixelFormat.Format24bppRgb,,,,,"Bitmap newBitmap = new Bitmap(this.Width, this.Height, PixelFormat.Format24bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,94,16,T:System.Drawing.Bitmap,,,,,"Bitmap newBitmap = new Bitmap(this.Width, this.Height, PixelFormat.Format24bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,94,16,"M:System.Drawing.Bitmap.#ctor(System.Int32,System.Int32,System.Drawing.Imaging.PixelFormat)",,,,,"Bitmap newBitmap = new Bitmap(this.Width, this.Height, PixelFormat.Format24bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,93,16,T:System.Drawing.Bitmap,,,,,this.Height = (this.Height == 0) ? this.GetImage.Height : this.Height;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,93,16,P:System.Drawing.Image.Height,,,,,this.Height = (this.Height == 0) ? this.GetImage.Height : this.Height;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,92,16,T:System.Drawing.Bitmap,,,,,this.Width = (this.Width == 0) ? this.GetImage.Width : this.Width;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,92,16,P:System.Drawing.Image.Width,,,,,this.Width = (this.Width == 0) ? this.GetImage.Width : this.Width;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,90,12,T:System.Drawing.Bitmap,,,,,"if (this.GetImage != null)              {                  this.Width = (this.Width == 0) ? this.GetImage.Width : this.Width;                  this.Height = (this.Height == 0) ? this.GetImage.Height : this.Height;                  Bitmap newBitmap = new Bitmap(this.Width, this.Height, PixelFormat.Format24bppRgb);                  newBitmap = this.bitmap;                  newBitmap.SetResolution(80, 80);                  return newBitmap.GetThumbnailImage(this.Width, this.Height, null, IntPtr.Zero);              }              else              {                  throw new Exception(""Please provide bitmap"");              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Services\BCKFreightTMS.Services\BCKFreightTMS.Services.csproj,File,Services\BCKFreightTMS.Services\ImageCompressService.cs,66,12,T:System.Drawing.Bitmap,,,,,set { this.bitmap = value; }
